id,uid,payload,locationId,productId,qrFile
"fdbc91fe-1bc7-40c5-a835-1ae7e5d38fc1","8F4A9B616A504DF1","http://localhost:3000/r?uid=8F4A9B616A504DF1","710dbefee1726a830e5e5f8e055d6050","","qr_fdbc91fe-1bc7-40c5-a835-1ae7e5d38fc1.png"
"ad728b2a-6714-41dd-9a04-bba31f06b259","2925BFA107434AB5","http://localhost:3000/r?uid=2925BFA107434AB5","710dbefee1726a830e5e5f8e055d6050","","qr_ad728b2a-6714-41dd-9a04-bba31f06b259.png"
"1ed3c50a-6f13-4654-986c-cacb654d0585","934243F2FC404269","http://localhost:3000/r?uid=934243F2FC404269","710dbefee1726a830e5e5f8e055d6050","","qr_1ed3c50a-6f13-4654-986c-cacb654d0585.png"
"b45edbe0-4a59-4315-885f-12369299d2b1","6C477F2F2F614D8D","http://localhost:3000/r?uid=6C477F2F2F614D8D","710dbefee1726a830e5e5f8e055d6050","","qr_b45edbe0-4a59-4315-885f-12369299d2b1.png"
"446c2a0f-e1e3-47f4-b884-2a73b98f9689","55EDCA000A3B4194","http://localhost:3000/r?uid=55EDCA000A3B4194","710dbefee1726a830e5e5f8e055d6050","","qr_446c2a0f-e1e3-47f4-b884-2a73b98f9689.png"
"9f1ed66f-7a76-4be8-9775-2e0a77a2c99e","4BFAEC1426014DCF","http://localhost:3000/r?uid=4BFAEC1426014DCF","710dbefee1726a830e5e5f8e055d6050","","qr_9f1ed66f-7a76-4be8-9775-2e0a77a2c99e.png"
"d4ede752-aaec-43e1-b038-2d22f1520eac","4D03D1725D174755","http://localhost:3000/r?uid=4D03D1725D174755","710dbefee1726a830e5e5f8e055d6050","","qr_d4ede752-aaec-43e1-b038-2d22f1520eac.png"
"125d6b3d-7c2e-4db6-9698-a842fdc61f4c","8BD816DE83614B61","http://localhost:3000/r?uid=8BD816DE83614B61","710dbefee1726a830e5e5f8e055d6050","","qr_125d6b3d-7c2e-4db6-9698-a842fdc61f4c.png"
"12fc444f-8153-4afa-b2e1-3dc4d076e272","236F05336C83404D","http://localhost:3000/r?uid=236F05336C83404D","710dbefee1726a830e5e5f8e055d6050","","qr_12fc444f-8153-4afa-b2e1-3dc4d076e272.png"
"6557c80b-1f49-4fcf-8288-df1c1cd4ec47","87E82544DB3F43A4","http://localhost:3000/r?uid=87E82544DB3F43A4","710dbefee1726a830e5e5f8e055d6050","","qr_6557c80b-1f49-4fcf-8288-df1c1cd4ec47.png"
"232787d3-bb91-44ba-b71d-0c1aa0244466","DEBC88C43C404B51","http://localhost:3000/r?uid=DEBC88C43C404B51","710dbefee1726a830e5e5f8e055d6050","","qr_232787d3-bb91-44ba-b71d-0c1aa0244466.png"
"b4f999f3-2924-49a3-a8b5-43acd5c12eba","F0E55231012C462D","http://localhost:3000/r?uid=F0E55231012C462D","710dbefee1726a830e5e5f8e055d6050","","qr_b4f999f3-2924-49a3-a8b5-43acd5c12eba.png"
"caaaf9f3-0aad-4d32-8cc4-8c6a823e0ff9","88B340A1737B4246","http://localhost:3000/r?uid=88B340A1737B4246","710dbefee1726a830e5e5f8e055d6050","","qr_caaaf9f3-0aad-4d32-8cc4-8c6a823e0ff9.png"
"1476fe9d-2f75-4b4f-b7fd-934095f3284d","413B46AB3D994D80","http://localhost:3000/r?uid=413B46AB3D994D80","710dbefee1726a830e5e5f8e055d6050","","qr_1476fe9d-2f75-4b4f-b7fd-934095f3284d.png"
"bb41a799-997b-41a5-9411-06d57d565a1e","02A00B8914C44C94","http://localhost:3000/r?uid=02A00B8914C44C94","710dbefee1726a830e5e5f8e055d6050","","qr_bb41a799-997b-41a5-9411-06d57d565a1e.png"
"381ce34f-b7c3-4926-8c2b-a4b7222ee3a5","5A07FFAA77534539","http://localhost:3000/r?uid=5A07FFAA77534539","710dbefee1726a830e5e5f8e055d6050","","qr_381ce34f-b7c3-4926-8c2b-a4b7222ee3a5.png"
"75646f0e-4f94-4d5d-888d-757b9625669a","0F2FA02CA76748BA","http://localhost:3000/r?uid=0F2FA02CA76748BA","710dbefee1726a830e5e5f8e055d6050","","qr_75646f0e-4f94-4d5d-888d-757b9625669a.png"
"3d68540b-b1c2-48dd-981e-c03e1b6f2488","5CD3142EAF5B4CA8","http://localhost:3000/r?uid=5CD3142EAF5B4CA8","710dbefee1726a830e5e5f8e055d6050","","qr_3d68540b-b1c2-48dd-981e-c03e1b6f2488.png"
"60c2eb83-d6a2-407d-8e2f-d2e8a9bbbdc1","C8115D037F644C0B","http://localhost:3000/r?uid=C8115D037F644C0B","710dbefee1726a830e5e5f8e055d6050","","qr_60c2eb83-d6a2-407d-8e2f-d2e8a9bbbdc1.png"
"439d8664-f6f5-4513-a2d6-6b2b5c7afd5d","CC00827420BC4AEF","http://localhost:3000/r?uid=CC00827420BC4AEF","710dbefee1726a830e5e5f8e055d6050","","qr_439d8664-f6f5-4513-a2d6-6b2b5c7afd5d.png"
"6be8907f-a070-4db2-8ef1-34ee75c1dbc0","F633B0429D054983","http://localhost:3000/r?uid=F633B0429D054983","710dbefee1726a830e5e5f8e055d6050","","qr_6be8907f-a070-4db2-8ef1-34ee75c1dbc0.png"
"ab98a55b-17c7-4e4a-938f-dc76374fd6f1","C5F0FBB1982A4C05","http://localhost:3000/r?uid=C5F0FBB1982A4C05","710dbefee1726a830e5e5f8e055d6050","","qr_ab98a55b-17c7-4e4a-938f-dc76374fd6f1.png"
"8a3c5365-d55c-4455-9672-d0de1405d018","62692072BEA54707","http://localhost:3000/r?uid=62692072BEA54707","710dbefee1726a830e5e5f8e055d6050","","qr_8a3c5365-d55c-4455-9672-d0de1405d018.png"
"fa72661e-98e4-45bc-a0e5-cd475e30401c","AC5FEB75A8A5410E","http://localhost:3000/r?uid=AC5FEB75A8A5410E","710dbefee1726a830e5e5f8e055d6050","","qr_fa72661e-98e4-45bc-a0e5-cd475e30401c.png"
"ef029f9c-678e-4022-bff5-b06f4543095f","80FDBB7272AD4FE9","http://localhost:3000/r?uid=80FDBB7272AD4FE9","710dbefee1726a830e5e5f8e055d6050","","qr_ef029f9c-678e-4022-bff5-b06f4543095f.png"
"bc4a3efc-bd67-4ce6-a682-772c1325dd77","7FA20F8A735D4FFD","http://localhost:3000/r?uid=7FA20F8A735D4FFD","710dbefee1726a830e5e5f8e055d6050","","qr_bc4a3efc-bd67-4ce6-a682-772c1325dd77.png"
"5688deef-96ea-4bea-89af-643feb1c0eb0","477DFB21A5E64578","http://localhost:3000/r?uid=477DFB21A5E64578","710dbefee1726a830e5e5f8e055d6050","","qr_5688deef-96ea-4bea-89af-643feb1c0eb0.png"
"1f6ab1cf-48aa-4c8d-bbe5-a41cb519be92","80B76EC2B396428A","http://localhost:3000/r?uid=80B76EC2B396428A","710dbefee1726a830e5e5f8e055d6050","","qr_1f6ab1cf-48aa-4c8d-bbe5-a41cb519be92.png"
"e62f7c93-e43e-42ca-82a9-612d876caa85","3492A6EB5F5A405E","http://localhost:3000/r?uid=3492A6EB5F5A405E","710dbefee1726a830e5e5f8e055d6050","","qr_e62f7c93-e43e-42ca-82a9-612d876caa85.png"
